-0.04356,0.24511,-0.03407,-0.5451,-0.09364,0.12938,-0.32007,0.14238,0.03079,0.13193,0.03447,0.11141,0.66773,-0.0016,-0.1355,0.73702,0.00933,0.10549,0.14136,0.0518,-0.04221,0.00199,0.00892,-0.01162,0.0045,-0.00354,-0.00032,0.13792,0.05464,-0.09921,-0.00241,-0.00408,0.00086,0.00026,0.00977,-0.00034,0.01156,-0.18717,-0.03864,-0.08966,0.16417,0.04346,-0.05994,0.06463,0.04068,-0.09566,-0.2412,0.07444,-0.09912,-0.29356,-0.72463,-0.13723,0.16464,0.83969,-0.06106,-1.19686,0.3211,-0.06523,0.731,0.25975,0.00826,-0.00748,-0.00296,-0.00701,0.00375,-0.00966,0.00336,-0.00464,0.00309,-0.00141,0.00418,0.00872
-0.0421,0.25352,-0.0065,-0.57547,-0.10212,0.1028,-0.23292,0.11478,0.01751,0.13029,0.04323,0.08788,0.54404,-0.00911,-0.12632,0.67481,0.00422,0.10016,0.13993,0.05613,-0.0465,0.00159,0.0084,-0.01145,0.00448,-0.00322,-0.00064,0.13621,0.06191,-0.09443,-0.00243,-0.00358,0.00109,0.00048,0.00933,-0.00034,0.02697,-0.20065,-0.0432,-0.08445,0.16292,0.02913,-0.0686,0.06571,0.0815,-0.10696,-0.24706,0.08522,-0.10442,-0.32171,-0.77738,-0.14094,0.14939,0.87676,-0.07216,-1.35023,0.29629,-0.05382,0.55972,0.2552,0.00848,-0.00745,-0.00277,-0.00653,0.00407,-0.00965,0.00328,-0.00409,0.00282,-0.00134,0.00418,0.0085
-0.0291,0.27186,0.01216,-0.59842,-0.10201,0.07153,-0.15862,0.08594,0.00582,0.11444,0.04725,0.07556,0.37533,-0.01205,-0.08545,0.5909,-0.00178,0.09064,0.13479,0.05725,-0.05225,0.00163,0.00867,-0.01135,0.0046,-0.00338,-0.00032,0.13387,0.06501,-0.09409,-0.0029,-0.00407,0.00053,0.0005,0.00977,-0.00064,0.03116,-0.21602,-0.0368,-0.07848,0.1673,0.01002,-0.07872,0.05987,0.12195,-0.08926,-0.25367,0.08939,-0.09753,-0.35914,-0.82365,-0.1401,0.14099,0.91497,-0.07711,-1.50651,0.2688,-0.04102,0.39236,0.24366,0.00812,-0.00762,-0.00332,-0.00655,0.00424,-0.00973,0.00311,-0.00443,0.00325,-0.00123,0.0046,0.00855
-3e-05,0.30052,0.02209,-0.60551,-0.08434,0.02703,-0.08883,0.05614,-0.0029,0.06778,0.05203,0.05685,0.15789,-0.00643,-0.00923,0.47191,-0.00742,0.08523,0.12589,0.05535,-0.0516,0.00194,0.01006,-0.01149,0.00459,-0.00486,0.00051,0.13563,0.06603,-0.0779,-0.00383,-0.00538,-0.00042,0.00091,0.0109,-0.00094,0.01676,-0.23121,-0.02475,-0.0735,0.18521,-0.02131,-0.09805,0.02586,0.18413,-0.03446,-0.25837,0.06605,-0.0728,-0.39908,-0.86515,-0.12998,0.13836,0.92207,-0.07173,-1.64964,0.21024,-0.02582,0.22017,0.23696,0.00701,-0.00697,-0.00465,-0.00684,0.00332,-0.01015,0.00307,-0.00569,0.00457,-0.00112,0.00533,0.00816
0.03481,0.31795,0.01906,-0.61346,-0.06109,0.00649,-0.04826,0.03701,-0.00507,0.02185,0.0559,0.05545,-0.0567,0.00158,0.01845,0.36579,-0.01126,0.092,0.11507,0.05631,-0.05093,0.00237,0.01181,-0.01214,0.0046,-0.00639,0.00123,0.13606,0.06874,-0.06883,-0.00411,-0.00641,-0.00103,0.00126,0.01212,-0.00083,-0.01513,-0.24767,-0.00115,-0.08013,0.21475,-0.06361,-0.11979,-0.02911,0.22573,0.00385,-0.25133,0.027,-0.03471,-0.44203,-0.89354,-0.12354,0.12969,0.942,-0.05436,-1.78189,0.13925,-0.01385,0.07195,0.21297,0.00606,-0.00676,-0.00624,-0.00748,0.00239,-0.0109,0.00307,-0.00694,0.00606,-0.00127,0.00585,0.00824
0.0505,0.31845,0.01402,-0.62146,-0.05102,0.01325,-0.02184,0.026,0.00206,0.01601,0.05531,0.06079,-0.19254,0.00401,0.00082,0.29558,-0.01302,0.09616,0.10419,0.05563,-0.05132,0.00239,0.01229,-0.0125,0.00471,-0.00675,0.00146,0.12357,0.06848,-0.06841,-0.00419,-0.00678,-0.00146,0.00127,0.01247,-0.00086,-0.01581,-0.25775,0.01754,-0.09129,0.23327,-0.11505,-0.13247,-0.04759,0.2722,0.01919,-0.23801,0.00795,-0.00105,-0.48014,-0.90551,-0.12404,0.12278,0.95889,-0.03363,-1.89002,0.10817,-0.00467,-0.03072,0.15374,0.00586,-0.00722,-0.00698,-0.00782,0.00249,-0.01127,0.0029,-0.0072,0.00667,-0.00146,0.00615,0.00845
0.06398,0.28552,0.00145,-0.6358,-0.04738,0.04387,-0.03203,0.0271,0.01514,0.02151,0.05745,0.0768,-0.23019,0.00376,0.00172,0.27722,-0.01237,0.09008,0.09404,0.06034,-0.05133,0.00233,0.01249,-0.01261,0.00462,-0.00688,0.00127,0.10822,0.07254,-0.07374,-0.00369,-0.0069,-0.00132,0.00161,0.01234,-0.00096,-0.01355,-0.2566,0.03398,-0.09829,0.25685,-0.16456,-0.14394,-0.06219,0.3004,0.02614,-0.21862,0.00381,0.02683,-0.49114,-0.92994,-0.12836,0.11695,0.98604,-0.01624,-1.98593,0.03318,0.00212,-0.09674,0.10196,0.00612,-0.00713,-0.00718,-0.00781,0.00236,-0.01138,0.00281,-0.00702,0.00681,-0.00178,0.00605,0.00814
0.06471,0.22817,-0.0099,-0.6515,-0.0532,0.09517,-0.05663,0.03573,0.0325,0.039,0.06083,0.09487,-0.15147,0.00146,-0.00646,0.30481,-0.00995,0.06957,0.0893,0.06723,-0.04969,0.00211,0.01231,-0.01288,0.00466,-0.00624,0.00113,0.09481,0.07959,-0.07928,-0.00325,-0.00717,-0.00154,0.00134,0.01196,-0.00119,0.00627,-0.24584,0.03623,-0.09954,0.26111,-0.20755,-0.14769,-0.05204,0.31329,0.02373,-0.19307,0.00063,0.03341,-0.45704,-0.95352,-0.13091,0.10766,1.01382,-0.01525,-2.03512,-0.0963,0.00898,-0.14587,0.07812,0.00683,-0.00807,-0.00711,-0.00816,0.00317,-0.01131,0.00245,-0.00661,0.00656,-0.00223,0.00609,0.00837
0.05797,0.16636,-0.01296,-0.66058,-0.07141,0.1495,-0.07874,0.0442,0.04414,0.06432,0.06374,0.09775,0.00416,-0.00357,-0.04144,0.34344,-0.00795,0.04934,0.08694,0.07339,-0.04643,0.0019,0.01086,-0.01215,0.00472,-0.00501,0.00036,0.0802,0.0856,-0.07872,-0.002,-0.00615,-0.00084,0.00132,0.01062,-0.00135,0.02588,-0.23418,0.03455,-0.09273,0.24704,-0.2338,-0.13704,-0.03602,0.30946,0.00129,-0.16429,-0.00338,0.02134,-0.41202,-0.98191,-0.13171,0.07872,1.04359,-0.02583,-2.04324,-0.19771,0.01118,-0.15321,0.09452,0.00745,-0.00851,-0.00622,-0.00745,0.00383,-0.01065,0.00228,-0.00523,0.00569,-0.00244,0.00525,0.00809
0.04227,0.0795,-0.01572,-0.64014,-0.08585,0.21248,-0.11361,0.05972,0.05485,0.10855,0.06672,0.11586,0.16899,-0.00896,-0.10476,0.40894,-0.00517,0.02431,0.08333,0.08427,-0.05004,0.00118,0.00903,-0.01205,0.00459,-0.0031,-0.00103,0.06304,0.09611,-0.10056,-0.00036,-0.00476,0.00042,0.0012,0.00857,-0.0013,0.07399,-0.21155,0.02184,-0.0926,0.22089,-0.25451,-0.11508,-0.02653,0.29677,-0.0523,-0.13376,0.01649,0.0053,-0.38819,-0.97889,-0.14442,0.03342,1.09206,-0.03495,-2.04988,-0.19038,0.00523,-0.08805,0.1023,0.00944,-0.00924,-0.00445,-0.00698,0.00503,-0.01011,0.00213,-0.00314,0.00389,-0.00305,0.00427,0.00794
0.02335,-0.02422,-0.00828,-0.59094,-0.0922,0.25629,-0.15425,0.07923,0.05772,0.16348,0.07084,0.12394,0.32327,-0.0101,-0.17292,0.47987,-0.00145,-0.01405,0.07879,0.09457,-0.05798,0.00031,0.00778,-0.01247,0.00434,-0.00075,-0.002,0.04032,0.10744,-0.12634,0.00094,-0.00461,0.00078,0.00066,0.00684,-0.00174,0.1324,-0.17313,-0.01279,-0.07738,0.1716,-0.24717,-0.08154,-0.00569,0.28443,-0.11195,-0.10537,0.04661,-0.01791,-0.35591,-0.9721,-0.15718,-0.02228,1.12801,-0.05343,-2.06014,-0.1355,-0.00495,0.01035,0.13567,0.0119,-0.01085,-0.00293,-0.0072,0.00719,-0.00952,0.00139,-0.00143,0.00196,-0.00394,0.00412,0.00829
0.012,-0.10021,-0.0007,-0.56317,-0.10573,0.26988,-0.21967,0.09815,0.04635,0.21681,0.06372,0.13944,0.48396,-0.01069,-0.24174,0.56067,-0.00222,-0.02085,0.0772,0.09704,-0.0679,5e-05,0.00682,-0.01198,0.00425,0.00069,-0.00264,0.0211,0.1087,-0.15578,0.00135,-0.00453,0.0008,0.00063,0.00603,-0.00232,0.16104,-0.1299,-0.04335,-0.06383,0.10673,-0.23191,-0.04526,-0.00283,0.25724,-0.15257,-0.07872,0.07637,-0.04452,-0.33323,-0.94944,-0.17141,-0.08354,1.15575,-0.07168,-2.06403,-0.05247,-0.0234,0.15166,0.20092,0.01307,-0.01141,-0.00207,-0.00694,0.00846,-0.00882,0.00108,-0.00028,0.00085,-0.00407,0.00401,0.00828
0.01058,-0.15576,0.02346,-0.55685,-0.12414,0.25307,-0.29518,0.11065,0.01216,0.25588,0.0541,0.11729,0.64092,-0.01051,-0.31273,0.62905,-0.00563,-0.02134,0.08055,0.08914,-0.07437,0.00022,0.00574,-0.01047,0.00423,0.00064,-0.00304,0.00865,0.09807,-0.16134,0.00098,-0.00392,0.00107,0.00131,0.00562,-0.00274,0.14315,-0.09417,-0.06596,-0.04162,0.04947,-0.18613,-0.02272,-0.00662,0.23706,-0.16169,-0.06046,0.08875,-0.06705,-0.32046,-0.93075,-0.17952,-0.12131,1.15999,-0.08786,-2.07602,0.05821,-0.04109,0.27672,0.2797,0.01259,-0.00982,-0.00149,-0.00571,0.00778,-0.0081,0.0014,0.00021,0.00054,-0.00346,0.00357,0.00708
0.00357,-0.18679,0.03058,-0.54379,-0.14195,0.23545,-0.34141,0.1124,-0.00722,0.28726,0.04121,0.10408,0.76905,-0.01256,-0.37804,0.6641,-0.01066,-0.00701,0.08945,0.07607,-0.06976,0.00021,0.00525,-0.01,0.00415,0.0008,-0.00314,0.00657,0.08581,-0.1523,0.00096,-0.0039,0.00093,0.00144,0.00521,-0.00303,0.12366,-0.0726,-0.0802,-0.02897,-0.00761,-0.16299,0.00111,-0.01067,0.20892,-0.18384,-0.04085,0.07377,-0.09344,-0.29969,-0.89769,-0.18447,-0.15236,1.14397,-0.1022,-2.04785,0.20956,-0.05905,0.4128,0.36855,0.01253,-0.00948,-0.00126,-0.00537,0.00781,-0.00769,0.00123,0.00046,0.00028,-0.0034,0.00353,0.00667
-0.00213,-0.21288,0.01109,-0.51214,-0.15246,0.23012,-0.37219,0.11272,-0.00014,0.30881,0.02738,0.13036,0.87639,-0.01533,-0.42263,0.68516,-0.01509,0.01287,0.09885,0.06847,-0.06201,0.0002,0.00578,-0.01066,0.00391,0.00102,-0.00332,0.01176,0.0802,-0.15401,0.00155,-0.00445,0.00101,0.00144,0.00497,-0.00311,0.10717,-0.05848,-0.09313,-0.03499,-0.04728,-0.15621,0.02543,-0.02782,0.1734,-0.21556,-0.03132,0.05868,-0.11278,-0.28431,-0.83777,-0.18526,-0.18007,1.11783,-0.10668,-1.97363,0.33607,-0.07449,0.53609,0.45421,0.01337,-0.0098,-0.00107,-0.0059,0.00806,-0.00777,0.00104,0.00054,-0.00012,-0.00392,0.00364,0.00686
0.00231,-0.23419,-0.0086,-0.48898,-0.16258,0.22454,-0.40523,0.11096,0.00751,0.3089,0.01259,0.15235,0.97568,-0.01776,-0.4604,0.69183,-0.01952,0.03184,0.11018,0.05822,-0.0539,0.0003,0.00657,-0.01144,0.00385,0.0008,-0.00317,0.02749,0.07179,-0.15138,0.00169,-0.00496,0.00078,0.00131,0.0053,-0.00296,0.07624,-0.03809,-0.09015,-0.04981,-0.05972,-0.14506,0.03518,-0.05935,0.13459,-0.23584,-0.0092,0.0334,-0.12465,-0.2705,-0.76613,-0.17942,-0.18275,1.08264,-0.10311,-1.87207,0.42614,-0.08478,0.62134,0.55395,0.01366,-0.0102,-0.00145,-0.00665,0.00815,-0.00811,0.00094,0.00019,8e-05,-0.00429,0.00394,0.00736
0.0069,-0.24344,-0.02201,-0.4549,-0.17331,0.20232,-0.42474,0.10325,0.00715,0.30472,-0.0004,0.16774,1.05375,-0.02237,-0.48868,0.67871,-0.02392,0.04572,0.11838,0.04719,-0.04337,0.00022,0.00655,-0.0115,0.00382,0.00056,-0.0033,0.04025,0.06144,-0.14133,0.00202,-0.00475,0.001,0.00157,0.00495,-0.00288,0.05263,-0.02703,-0.08706,-0.05843,-0.0711,-0.13026,0.05278,-0.08712,0.09838,-0.25154,0.01174,-0.00261,-0.13208,-0.24919,-0.69434,-0.17542,-0.20194,1.04893,-0.09747,-1.75771,0.4759,-0.09694,0.71198,0.63563,0.01359,-0.00991,-0.0015,-0.00646,0.00787,-0.00816,0.0009,0.00033,0.00013,-0.00444,0.00383,0.00707
0.01883,-0.25351,-0.02569,-0.41743,-0.18083,0.17176,-0.43492,0.09441,-0.00448,0.28383,-0.00919,0.16882,1.11865,-0.0252,-0.52438,0.64142,-0.02703,0.06577,0.12424,0.03405,-0.03413,0.00018,0.00763,-0.01202,0.00363,-0.00011,-0.00306,0.05574,0.04939,-0.12616,0.00248,-0.0056,0.00062,0.00201,0.00516,-0.00306,0.02588,-0.01478,-0.05951,-0.07278,-0.06169,-0.11698,0.06356,-0.12613,0.06015,-0.24296,0.04977,-0.04791,-0.1264,-0.23999,-0.61521,-0.16762,-0.20797,1.01522,-0.0854,-1.63771,0.47448,-0.10528,0.78847,0.70568,0.01345,-0.00991,-0.00254,-0.00681,0.0076,-0.0085,0.00048,-4e-05,0.00086,-0.00498,0.00423,0.00681
0.03477,-0.25956,-0.03266,-0.38083,-0.18722,0.13649,-0.45242,0.08672,-0.01726,0.2604,-0.02095,0.17692,1.16982,-0.02866,-0.55079,0.61948,-0.02966,0.08306,0.12916,0.02011,-0.02523,-2e-05,0.008,-0.01244,0.00341,-0.00089,-0.0028,0.07276,0.03422,-0.11218,0.00276,-0.00551,0.00058,0.00204,0.00507,-0.00262,-0.00951,0.00926,-0.03857,-0.08754,-0.04563,-0.09787,0.05991,-0.16659,0.03381,-0.23719,0.09217,-0.0904,-0.11401,-0.23186,-0.52312,-0.15606,-0.1982,0.97075,-0.0706,-1.51872,0.45872,-0.10898,0.85393,0.75081,0.01288,-0.00948,-0.00321,-0.00704,0.00687,-0.00879,0.00023,-0.00043,0.00146,-0.00535,0.00428,0.0065
0.06697,-0.26212,-0.04386,-0.36042,-0.19406,0.10963,-0.47938,0.07987,-0.02388,0.20855,-0.03902,0.20023,1.22745,-0.03251,-0.5989,0.60093,-0.03284,0.09834,0.13107,0.00483,-0.01971,9e-05,0.0087,-0.01264,0.00321,-0.00244,-0.00269,0.09689,0.01628,-0.10637,0.00317,-0.00494,0.00108,0.00267,0.00549,-0.00191,-0.05181,0.03311,-0.01363,-0.0998,-0.02087,-0.07908,0.05105,-0.20214,0.00783,-0.20882,0.12844,-0.12487,-0.09457,-0.22183,-0.4312,-0.13952,-0.18014,0.92018,-0.05485,-1.38952,0.42629,-0.11144,0.92089,0.78691,0.01182,-0.00825,-0.00418,-0.00692,0.00522,-0.00929,0.00052,-0.00094,0.00261,-0.00541,0.00394,0.00588
0.10028,-0.28098,-0.05803,-0.33107,-0.18938,0.09393,-0.51319,0.08009,-0.0268,0.14383,-0.05253,0.22515,1.2459,-0.03062,-0.65631,0.59808,-0.03423,0.11902,0.13705,-0.00668,-0.01492,-0.00015,0.00962,-0.01315,0.00265,-0.00396,-0.00293,0.13368,0.00255,-0.09887,0.00441,-0.00389,0.0021,0.00373,0.00549,-0.00087,-0.08246,0.05271,0.0108,-0.11494,0.00511,-0.0665,0.02946,-0.22908,-0.00958,-0.19418,0.16416,-0.16364,-0.07196,-0.22268,-0.3473,-0.12389,-0.14988,0.86504,-0.04152,-1.26137,0.36654,-0.1103,0.97717,0.78864,0.01094,-0.00708,-0.00537,-0.00657,0.00356,-0.00996,0.00054,-0.001,0.00372,-0.00573,0.00351,0.00514
