0.01319,0.36503,-0.16845,-0.05834,-0.02317,0.15163,-0.6388,0.21453,-0.08309,-0.03217,-0.09621,0.26707,0.16878,-0.00097,0.03857,0.57846,0.01579,0.48983,0.15927,-0.05185,-0.07087,0.00385,0.01297,-0.01079,0.00452,-0.00751,0.00196,0.18806,-0.06269,-0.18715,-0.00441,-0.0081,-0.00212,0.0022,0.0133,-0.0019,-0.07865,-0.14354,0.01423,-0.11054,0.31719,0.00134,0.03139,-0.03984,-0.24247,-0.00023,-0.21314,-0.01802,-0.07876,-0.04477,-0.64014,-0.01331,0.32928,0.79034,-0.02158,-0.15768,-0.03323,-0.09707,1.98446,0.24031,0.00472,-0.00586,-0.00703,-0.00731,0.00138,-0.00985,0.00319,-0.00775,0.00697,-0.00053,0.00579,0.00752
0.03603,0.35152,-0.16924,-0.0737,-0.02574,0.14703,-0.64012,0.20338,-0.06892,-0.05281,-0.09091,0.25904,0.16766,-0.00138,0.04079,0.49391,0.01507,0.39064,0.15409,-0.04755,-0.06735,0.00431,0.01351,-0.01052,0.00458,-0.00873,0.00243,0.19047,-0.0585,-0.17614,-0.00482,-0.00804,-0.00219,0.00242,0.01409,-0.00155,-0.10608,-0.13987,0.0138,-0.11313,0.3262,0.01554,0.02604,-0.04776,-0.24037,0.02931,-0.2038,-0.03411,-0.07779,-0.04769,-0.63806,-0.00543,0.34274,0.76633,-0.0216,-0.16739,-0.03373,-0.0917,1.97963,0.16871,0.00343,-0.00481,-0.0078,-0.00728,7e-05,-0.01008,0.00355,-0.00862,0.00797,-0.00023,0.00569,0.0072
0.07435,0.32712,-0.17495,-0.08945,-0.02721,0.14624,-0.62733,0.17218,-0.03797,-0.1036,-0.08146,0.26039,0.14472,-0.0019,0.03428,0.30505,0.01003,0.22751,0.1512,-0.03738,-0.0652,0.00503,0.01531,-0.01106,0.00466,-0.01101,0.00339,0.20989,-0.04832,-0.17151,-0.00577,-0.00805,-0.00238,0.00259,0.01627,-0.00052,-0.15019,-0.13515,0.01809,-0.12563,0.33772,0.0305,0.00946,-0.07408,-0.22515,0.06545,-0.19879,-0.04497,-0.07291,-0.0616,-0.61885,0.01012,0.37061,0.73014,-0.02207,-0.19414,-0.02076,-0.08049,1.96979,0.03334,0.00147,-0.00362,-0.00963,-0.00792,-0.00184,-0.01109,0.00421,-0.01054,0.00997,0.00025,0.006,0.0076
0.10596,0.31544,-0.17664,-0.09157,-0.02718,0.14939,-0.59238,0.12793,-0.00587,-0.15402,-0.06932,0.24376,0.109,-0.00339,0.03193,0.08255,0.00192,0.077,0.15011,-0.02874,-0.05891,0.0051,0.0167,-0.01198,0.00439,-0.01375,0.00372,0.23681,-0.03964,-0.1485,-0.00543,-0.00619,-0.00102,0.00337,0.01737,0.00161,-0.19283,-0.14508,0.03504,-0.14594,0.34021,0.03725,-0.0156,-0.11031,-0.20869,0.07901,-0.18826,-0.07687,-0.06463,-0.08843,-0.58588,0.02584,0.38125,0.68047,-0.0225,-0.20498,-0.02524,-0.07099,1.93675,-0.06952,-0.00062,-0.00159,-0.01135,-0.00782,-0.00469,-0.01253,0.00489,-0.01179,0.01192,0.00043,0.00555,0.00731
0.12538,0.30545,-0.17318,-0.08804,-0.02586,0.15183,-0.56692,0.09963,0.00485,-0.18654,-0.06146,0.23209,0.08355,-0.00369,0.02237,-0.07704,-0.00236,-0.01469,0.15066,-0.0223,-0.05619,0.00519,0.01782,-0.01305,0.00421,-0.01565,0.00383,0.25812,-0.03478,-0.13309,-0.00487,-0.004,0.00039,0.00369,0.01847,0.00391,-0.22684,-0.14892,0.05482,-0.15951,0.33252,0.03913,-0.04502,-0.13491,-0.19501,0.07375,-0.17795,-0.09475,-0.04966,-0.11096,-0.53409,0.03611,0.39448,0.63067,-0.02222,-0.20655,-0.0494,-0.06368,1.8829,-0.13683,-0.00219,-0.00076,-0.01281,-0.00801,-0.0066,-0.01385,0.00555,-0.01258,0.01349,0.00066,0.00499,0.00793
0.13435,0.29128,-0.16898,-0.08113,-0.02454,0.1523,-0.57128,0.09726,-0.00488,-0.19647,-0.05125,0.21941,0.06888,-0.00359,0.01918,-0.11997,-0.00298,-0.03497,0.14909,-0.01467,-0.05364,0.00555,0.01871,-0.01333,0.0045,-0.01655,0.00421,0.26087,-0.02771,-0.11841,-0.00527,-0.00387,9e-05,0.00388,0.01961,0.00439,-0.24313,-0.15304,0.06885,-0.16041,0.33471,0.05799,-0.05338,-0.14438,-0.20072,0.08076,-0.17021,-0.10902,-0.03798,-0.12543,-0.50859,0.03457,0.39224,0.61671,-0.02108,-0.26454,-0.05626,-0.0628,1.81627,-0.17339,-0.00314,-0.00103,-0.0142,-0.00829,-0.00692,-0.01455,0.00575,-0.01318,0.01477,0.00087,0.00523,0.0085
0.13956,0.31528,-0.14598,-0.09175,-0.02772,0.13688,-0.59306,0.10828,-0.05614,-0.19986,-0.04729,0.17035,0.08478,-0.0029,0.01421,-0.0291,-0.00085,-0.01458,0.14696,-0.01998,-0.05218,0.00594,0.01981,-0.01383,0.00465,-0.0177,0.0049,0.26037,-0.03341,-0.09085,-0.006,-0.00445,-0.00056,0.0038,0.02092,0.00464,-0.25871,-0.15536,0.08557,-0.1514,0.323,0.07241,-0.06819,-0.1478,-0.17956,0.10026,-0.16637,-0.11395,-0.01827,-0.1346,-0.45919,0.03332,0.39109,0.59357,-0.01927,-0.33831,-0.08012,-0.06026,1.7479,-0.17792,-0.004,-0.00091,-0.01544,-0.00896,-0.00754,-0.01521,0.00585,-0.01435,0.01597,0.00093,0.00571,0.00886
0.14171,0.35072,-0.11958,-0.1251,-0.03562,0.11308,-0.6189,0.12458,-0.11152,-0.19638,-0.0474,0.12025,0.1337,-0.00276,0.01936,0.12967,0.00187,0.02041,0.14526,-0.02841,-0.05113,0.00656,0.02051,-0.01335,0.00505,-0.01882,0.00548,0.25958,-0.04306,-0.06718,-0.00703,-0.00479,-0.00099,0.00419,0.02214,0.00459,-0.26527,-0.16217,0.09855,-0.14234,0.31154,0.05953,-0.08873,-0.1485,-0.13646,0.12372,-0.17326,-0.11159,-0.00033,-0.14513,-0.41243,0.03153,0.39748,0.57171,-0.01539,-0.44649,-0.05367,-0.05705,1.6795,-0.15357,-0.00525,-7e-05,-0.01638,-0.00882,-0.00841,-0.01554,0.00631,-0.0153,0.01708,0.00149,0.00593,0.0087
0.13067,0.37762,-0.09661,-0.17189,-0.04667,0.08873,-0.62191,0.13772,-0.14992,-0.17688,-0.04122,0.08433,0.21704,-0.00247,0.03939,0.29492,0.00291,0.07758,0.14489,-0.03114,-0.04922,0.00621,0.02023,-0.01387,0.00517,-0.01731,0.00554,0.25583,-0.04321,-0.05296,-0.00693,-0.00575,-0.00155,0.00328,0.02165,0.00396,-0.24248,-0.16799,0.10041,-0.13073,0.27851,0.03774,-0.09783,-0.13286,-0.0815,0.11273,-0.18239,-0.0963,0.0106,-0.157,-0.3765,0.01563,0.37914,0.56684,-0.01329,-0.55727,-0.01477,-0.05757,1.60369,-0.0814,-0.00391,-0.0017,-0.01572,-0.00949,-0.00668,-0.01532,0.00569,-0.01506,0.0161,0.00095,0.00645,0.00948
0.09807,0.39412,-0.07513,-0.23848,-0.06106,0.06706,-0.59772,0.14334,-0.15281,-0.11669,-0.03384,0.05651,0.36186,-0.00085,0.0522,0.44973,0.00199,0.11779,0.14409,-0.03418,-0.04447,0.00483,0.01765,-0.01356,0.00487,-0.01346,0.00412,0.2343,-0.04183,-0.04126,-0.00557,-0.00637,-0.00153,0.00262,0.01827,0.00217,-0.18083,-0.16739,0.08949,-0.11119,0.24415,0.03663,-0.08351,-0.09068,-0.05023,0.06948,-0.18222,-0.0705,0.00051,-0.16338,-0.39994,-0.02265,0.34503,0.61208,-0.01473,-0.66221,0.04889,-0.06587,1.51579,-0.01332,-0.00024,-0.00378,-0.01267,-0.00904,-0.00332,-0.0138,0.00445,-0.01227,0.01266,-0.00013,0.0064,0.00908
0.06238,0.38236,-0.06305,-0.31966,-0.07574,0.06346,-0.56264,0.14809,-0.1222,-0.0555,-0.02313,0.0554,0.51964,0.00181,0.03855,0.57143,0.00228,0.13591,0.1462,-0.02592,-0.04215,0.00395,0.01551,-0.01338,0.00469,-0.01042,0.00279,0.21509,-0.03093,-0.04667,-0.00462,-0.0062,-0.00098,0.00194,0.01588,0.00128,-0.13063,-0.16018,0.06752,-0.10081,0.21639,0.04399,-0.0816,-0.05345,-0.02089,0.02118,-0.19126,-0.02821,-0.01601,-0.17749,-0.44104,-0.05868,0.31395,0.66149,-0.0195,-0.75774,0.11858,-0.07317,1.38378,0.09334,0.00277,-0.00522,-0.00983,-0.00881,-0.00091,-0.01268,0.00406,-0.01004,0.00973,-0.00071,0.006,0.0092
0.03792,0.34365,-0.06738,-0.41061,-0.08443,0.09294,-0.53719,0.15723,-0.06299,-0.01271,-0.00757,0.07211,0.65174,0.0065,-0.01086,0.66849,0.0045,0.13563,0.14409,-0.00652,-0.03792,0.00348,0.01449,-0.01315,0.00458,-0.00902,0.00235,0.19659,-0.00934,-0.05371,-0.00418,-0.00633,-0.00093,0.00162,0.0147,0.00068,-0.10586,-0.16624,0.05084,-0.1068,0.21432,0.05034,-0.08386,-0.03614,-0.01201,0.00347,-0.19974,-0.01247,-0.03276,-0.21648,-0.50541,-0.08336,0.28289,0.71477,-0.02432,-0.84337,0.17155,-0.07556,1.22379,0.17624,0.00392,-0.0058,-0.00868,-0.00857,0.0002,-0.01205,0.00363,-0.00914,0.00846,-0.00101,0.00595,0.00904
0.00587,0.29743,-0.06051,-0.47657,-0.08735,0.11614,-0.48311,0.16178,-0.01539,0.04625,0.00956,0.09068,0.73518,0.00837,-0.07501,0.73253,0.00737,0.12828,0.14213,0.01675,-0.03731,0.00273,0.01229,-0.01264,0.00451,-0.00692,0.00124,0.17113,0.01578,-0.07065,-0.00337,-0.00552,-0.00017,0.00125,0.0125,0.00019,-0.06671,-0.17182,0.02162,-0.10243,0.20462,0.06059,-0.07304,-0.00248,-0.01387,-0.0369,-0.21036,0.01358,-0.05704,-0.24347,-0.59073,-0.10918,0.23749,0.77437,-0.03393,-0.94472,0.23499,-0.07682,1.06224,0.23023,0.00579,-0.00633,-0.0064,-0.00787,0.00156,-0.01116,0.00341,-0.00728,0.00629,-0.00133,0.00529,0.00864
-0.02071,0.26016,-0.05084,-0.51833,-0.08749,0.13146,-0.41231,0.15951,0.01956,0.09386,0.02559,0.11037,0.73177,0.00587,-0.12083,0.75946,0.01043,0.11315,0.14029,0.04022,-0.04027,0.00253,0.01034,-0.0118,0.00451,-0.00519,0.00047,0.14985,0.04032,-0.09145,-0.00334,-0.0051,4e-05,0.00061,0.01118,-0.00037,-0.02122,-0.17378,-0.0138,-0.09183,0.17659,0.05772,-0.06004,0.0355,0.01097,-0.0537,-0.22761,0.05012,-0.08148,-0.26717,-0.66296,-0.12712,0.19129,0.81163,-0.04726,-1.06297,0.29135,-0.07388,0.90403,0.25168,0.00703,-0.0067,-0.00435,-0.00746,0.00261,-0.01013,0.00354,-0.00601,0.00451,-0.00119,0.00475,0.00856
