-10.92299,206.75991,3.62835,-5.54228,208.17329,1.93749,-13.97383,211.03253,-0.01709,-0.61324,206.94857,-6.20795,-17.40751,211.45954,-9.07257,2.21975,193.12783,-10.19243,-28.87753,198.71243,-12.49998,21.77538,187.84245,0.52382,-49.19823,205.70376,-2.66406,12.62568,192.62098,14.89269,-42.38256,222.91851,3.92131,-7.18629,145.40252,-13.14027,-29.08051,145.9822,-13.33813,3.85301,109.70812,-11.37759,-30.20557,108.2736,-8.71757,13.12006,77.26307,-17.28476,-24.52757,75.04181,-17.2665
-11.34087,206.85604,4.03748,-6.15812,208.44101,2.42383,-14.23953,211.16651,0.30294,-0.78228,207.34887,-5.83928,-17.50773,211.77311,-8.84559,2.25727,193.49421,-10.17849,-28.93027,199.51883,-12.33484,20.67165,188.39686,1.06227,-49.37434,206.54037,-2.0428,10.135,193.08937,15.89386,-43.09745,224.07071,4.43971,-6.93683,146.2075,-13.20031,-28.97446,146.79832,-13.68015,3.61821,110.14787,-11.54165,-30.03726,108.52617,-8.99958,12.76304,77.49339,-17.20012,-24.63476,75.22519,-17.37733
-11.59615,206.62111,4.41016,-6.94253,208.22332,3.05205,-14.36418,211.23525,0.96957,-1.42406,207.88302,-4.98035,-17.68348,212.18039,-7.84067,1.91039,194.74398,-10.43259,-28.61656,200.75914,-12.22109,19.06649,189.85365,1.99151,-48.68847,208.90908,0.00171,6.78052,193.5877,16.27093,-42.77811,225.97553,8.48271,-7.27894,147.15094,-13.95076,-28.86531,147.74641,-13.79425,3.3061,110.62161,-12.12502,-30.36967,109.45132,-9.74316,12.65953,78.44208,-17.18607,-25.20522,75.49546,-17.44617
-12.39383,207.34548,4.92956,-7.01274,208.04256,3.57203,-14.67521,211.86409,1.40789,-1.80565,208.28489,-4.38832,-17.54073,212.72938,-8.18396,1.92322,195.93986,-10.70885,-29.18275,202.34768,-12.56547,17.10124,190.98236,2.55459,-47.98555,211.12533,2.32214,4.29051,194.37504,16.11658,-42.49551,227.75271,12.38935,-7.50929,148.09417,-14.52281,-29.21466,148.61675,-14.89086,3.18891,111.52408,-12.89538,-30.46647,110.09149,-10.72225,12.23357,79.33269,-16.82962,-25.56657,75.8418,-17.66859
-12.85051,206.46264,5.32274,-8.0222,207.58648,4.09188,-15.71777,211.39537,1.37104,-2.21511,208.35554,-4.34197,-18.17509,212.92544,-7.45193,1.29717,196.28673,-10.23376,-28.86191,203.30256,-12.02875,14.66925,191.57302,3.6276,-46.17779,213.20511,3.39462,0.65399,195.05983,15.57602,-42.64418,229.50581,16.17084,-7.4243,149.03772,-14.97123,-29.05069,149.5992,-15.32469,2.90939,112.48595,-13.18838,-30.94892,110.84868,-11.59367,11.70926,79.74101,-16.90032,-25.6761,76.47266,-17.50245
-12.71815,206.46082,5.46627,-7.58232,207.80425,3.95004,-15.09338,211.39062,1.84237,-2.78536,208.41337,-3.85515,-17.9524,213.05065,-6.84693,0.19486,196.98047,-9.80802,-28.58945,204.23853,-12.79612,12.09255,192.39452,7.5021,-44.43854,214.93672,4.65093,-3.87142,197.05697,18.59956,-42.85497,230.64435,19.86629,-7.76193,149.97537,-15.8627,-29.04117,150.48192,-16.18896,3.20264,112.74426,-13.73851,-30.97688,111.38703,-12.44866,11.68901,80.11377,-17.19186,-25.7215,76.68561,-17.10034
-12.3347,206.27175,6.44037,-7.47616,207.85096,4.36462,-14.96435,211.20989,2.57956,-3.44427,208.65773,-3.74976,-17.68035,213.15197,-6.02718,-0.2947,197.52925,-10.01507,-28.27178,204.75177,-12.68038,9.08902,192.93019,9.27325,-42.45038,216.2556,6.60778,-7.22623,196.27246,19.40187,-42.64138,231.11148,23.07836,-7.87439,150.20128,-16.12303,-29.48133,151.0337,-16.89636,2.62147,113.30588,-13.79375,-31.2109,111.8824,-12.6108,11.44051,80.72862,-16.74119,-26.22672,76.94948,-17.26204
-11.42985,205.58309,5.64975,-7.98633,207.77358,4.5703,-14.94999,210.96912,2.95844,-3.85558,208.67909,-3.80624,-17.64682,213.28722,-5.19349,-1.05486,198.09634,-10.7265,-28.33445,205.88986,-12.10274,5.87645,192.85868,9.29871,-40.53529,217.35769,7.99276,-9.77054,196.21269,19.86734,-42.30874,231.20295,26.27174,-8.0985,151.1665,-17.46122,-29.36544,151.79638,-17.12647,2.64923,114.03821,-14.18467,-31.04086,112.10312,-12.91387,11.26551,81.38761,-17.12009,-26.67765,76.96319,-17.24375
-11.71108,204.98079,5.8396,-7.9639,207.15079,4.08649,-14.7312,210.08137,3.36913,-3.87391,208.72123,-3.66009,-17.6579,213.00561,-4.82832,-1.25614,197.91085,-9.06581,-27.75741,206.07091,-12.50012,4.1056,192.41738,11.5615,-38.64699,217.15004,9.19929,-12.85424,195.77368,18.29255,-42.13335,230.56654,28.86059,-8.1858,151.54546,-17.68884,-29.36696,152.31917,-18.14166,2.51481,114.50659,-14.18638,-31.26172,112.67865,-13.56615,11.39956,81.59533,-17.47302,-27.31108,77.47241,-17.37767
-12.50571,205.0978,6.31473,-8.41834,207.33395,4.97984,-15.547,210.31698,3.70466,-3.92641,208.72069,-2.94189,-17.63265,213.04844,-4.23116,-1.15294,197.84326,-9.42092,-27.49803,206.11649,-11.56784,2.44553,191.25614,10.66849,-37.91034,216.90838,10.55059,-14.96155,196.99109,16.30498,-41.32746,229.60208,30.06262,-8.2671,151.69003,-17.66254,-29.26504,152.62032,-18.38678,2.86848,114.20202,-14.21088,-31.39369,112.57278,-13.73899,11.35073,81.3561,-17.24625,-27.53093,77.26397,-17.52768
-13.79211,204.66249,4.85839,-9.42443,207.04471,3.96936,-15.81996,209.61107,4.00229,-4.0813,208.72851,-3.07571,-17.84332,212.69521,-3.54772,-1.50944,197.5918,-8.67575,-27.17871,206.26003,-11.92669,0.65739,190.81515,12.01666,-37.37686,216.13182,10.89204,-15.18811,197.91311,18.39359,-41.0222,228.75207,31.09442,-8.80878,151.85898,-18.17144,-29.69478,152.56983,-18.62893,3.02011,114.26204,-14.65057,-31.38302,112.53084,-13.70642,11.44631,81.5239,-17.34862,-27.71216,76.97677,-17.61629
-12.97393,204.7516,6.29638,-9.1872,207.14437,4.02313,-15.9928,209.63295,3.68591,-4.10402,208.34787,-3.42876,-18.36457,212.3793,-4.45461,-1.53242,197.14477,-9.34479,-27.57789,205.8183,-11.55535,-0.42117,190.85401,12.22855,-37.72251,215.83823,10.58283,-17.61717,197.60342,16.24463,-41.25626,227.62387,31.74121,-8.88683,151.62276,-18.61873,-29.54365,152.27303,-18.85897,3.15577,114.0991,-14.86568,-31.463,112.49537,-13.95244,12.03328,81.52846,-17.6264,-27.51494,76.84427,-18.12733
-12.97656,204.21946,6.3391,-9.45131,206.87494,4.74333,-16.30085,209.275,3.70762,-4.10781,207.77622,-3.40046,-18.40232,212.14021,-4.17442,-1.86113,196.7852,-9.18456,-27.55708,205.59282,-12.13039,-0.54775,190.31164,12.1208,-38.11959,215.45535,10.48215,-15.66676,196.49538,18.70593,-41.57376,226.74814,31.78169,-8.82565,151.06345,-18.96005,-29.70718,151.7516,-19.11201,3.49187,113.91016,-14.42108,-31.58061,112.01836,-14.19438,12.22365,81.01088,-17.88469,-27.63467,76.83412,-18.94581
-13.10462,203.95399,5.50984,-9.25328,206.65561,3.83518,-16.61001,208.80342,3.21,-3.91763,207.68342,-3.90106,-18.69361,211.76707,-4.78315,-1.6758,196.42395,-9.36698,-27.99245,204.96993,-12.36543,-0.31471,190.03293,12.15131,-38.91483,214.7359,10.18661,-17.92233,195.73914,17.40916,-42.17042,225.56142,31.04647,-8.88147,150.67443,-19.13913,-30.02334,151.442,-19.32442,3.74549,113.26327,-14.89095,-31.67138,111.47989,-14.6804,12.62732,80.69277,-17.74968,-27.47465,76.15956,-18.8756
-14.09958,205.03014,5.95414,-9.14731,206.48941,3.91193,-16.23136,209.25953,2.91028,-4.23056,207.43668,-4.69899,-18.78542,211.73856,-5.68203,-1.50393,195.93642,-9.08291,-28.30412,204.45609,-11.61258,1.93364,189.20111,12.36352,-40.40797,214.27829,9.59273,-15.68491,195.00378,20.28692,-42.89792,224.83729,30.71113,-8.7525,149.91382,-18.55444,-30.22806,150.9041,-19.23407,3.84972,112.68353,-14.86903,-31.57172,110.85708,-14.22023,12.89978,80.17523,-18.23942,-27.17285,75.90764,-19.33427
-13.11349,203.80472,5.00998,-9.36375,206.05704,3.64479,-16.61323,208.88293,2.49645,-4.23947,207.00858,-5.05084,-19.4033,211.65536,-5.70289,-1.26254,195.42061,-8.94152,-28.82433,204.18816,-12.77045,2.60792,188.06266,11.95174,-41.49517,213.8118,9.12871,-12.66184,193.77098,22.74251,-43.34073,223.85182,30.10301,-8.85465,149.44061,-18.11021,-30.19423,150.19021,-19.26029,3.94496,111.92779,-14.63543,-31.7031,110.23125,-13.88574,13.43121,79.47782,-18.42655,-27.06382,75.36995,-19.23691
-14.31081,204.27511,4.71597,-9.7493,206.2509,3.09531,-17.27022,208.72232,1.93268,-4.23255,206.51322,-5.45696,-19.72612,211.18472,-6.84872,-1.03983,194.6103,-8.92857,-28.92848,203.61695,-13.3261,5.16382,187.65462,11.01691,-43.47778,212.50114,6.58221,-11.86769,192.39157,20.79014,-43.92675,222.81253,28.01058,-8.98235,148.55483,-18.33989,-30.23374,149.33626,-19.13814,4.03884,111.46909,-14.13285,-31.89298,109.23873,-13.3028,13.80279,79.13357,-18.61084,-26.84706,74.99914,-19.65519
-13.9459,203.84954,4.56812,-9.20145,205.27212,2.04468,-16.74435,208.18522,1.33301,-4.31582,206.16749,-6.05974,-19.564,210.78802,-7.26597,-1.31016,194.14149,-9.73111,-29.70717,202.77318,-13.45576,8.09907,186.15169,9.01304,-45.67788,211.5137,4.27836,-7.04827,190.92936,23.00436,-43.65056,221.15827,25.08784,-8.91857,147.80423,-18.05133,-30.50906,148.57085,-18.96812,4.19549,110.76656,-13.57398,-31.6904,108.53413,-12.91288,13.94916,78.41492,-18.64266,-26.9547,74.59383,-19.53126
-14.43953,203.81839,4.15348,-9.40356,205.01769,2.48802,-17.22863,208.33853,0.88145,-4.55764,205.64639,-6.93398,-20.25966,209.95284,-7.63361,-1.00089,192.96969,-10.01408,-30.20023,201.20069,-13.76231,10.58838,185.22489,9.55332,-47.45875,210.20045,2.06695,-3.37579,190.10608,22.46178,-43.79514,219.00131,20.93526,-9.25373,146.4217,-17.99468,-30.76825,147.17049,-18.30531,4.45578,109.97419,-13.48252,-31.6125,107.7679,-11.5698,14.26879,77.87226,-19.17405,-27.31041,74.56826,-19.12024
-14.53429,202.63794,4.29982,-10.04871,204.67754,2.07556,-17.71653,206.80162,1.63057,-4.31416,205.46615,-6.83333,-20.87155,208.85829,-6.63692,-0.44507,191.99271,-10.24292,-30.25386,199.80214,-14.55523,12.81806,184.17892,7.84846,-49.27578,208.57481,-2.00153,0.11976,188.72864,20.66824,-43.56366,216.32289,17.14281,-9.37985,145.08584,-17.33248,-30.66356,145.74287,-17.96536,5.06362,108.87825,-12.63165,-31.43423,106.64859,-10.94958,14.48381,76.56792,-19.4847,-26.96369,74.12323,-19.65842
-14.74725,201.81106,4.7524,-10.20856,204.0731,2.31071,-17.76094,205.87479,1.77255,-4.7467,204.44004,-5.82643,-21.33226,207.7019,-6.78802,-0.27668,191.07677,-9.83462,-30.46897,198.64481,-14.64739,15.64457,183.11846,5.47965,-52.11391,206.60555,-5.09861,1.89265,187.22871,19.15568,-43.62717,213.59751,13.21379,-9.31149,144.01285,-17.22397,-31.10853,144.80248,-17.72937,5.57776,108.10399,-12.23222,-31.30612,105.95028,-9.67338,14.37013,75.76482,-20.50686,-26.3555,73.86865,-19.38756
-15.88533,200.91257,3.4127,-10.36572,202.68687,3.21554,-18.00727,204.77722,2.21835,-4.94482,203.45147,-6.0191,-21.38758,206.64797,-6.08493,-0.15382,189.91378,-10.51791,-30.67566,197.11088,-14.95634,17.82154,181.97548,4.06404,-54.11617,205.17709,-6.98657,5.00192,186.20274,18.05528,-43.41119,210.80479,10.0646,-9.2987,143.34626,-17.15304,-31.03572,143.97123,-17.43367,6.15506,107.41985,-11.91802,-31.01185,105.08904,-8.42589,14.36689,75.39507,-20.84867,-26.40413,73.48485,-19.16905
-15.1594,199.36722,5.0302,-10.5971,201.83338,3.5594,-18.10674,203.58089,2.17376,-4.94752,202.47449,-5.31781,-21.06929,205.39636,-5.69318,-0.12982,188.60936,-10.24569,-31.26753,195.71267,-15.2811,19.20085,181.02446,2.89731,-55.84817,202.8206,-9.72427,7.3878,184.37764,16.16667,-41.44871,207.73308,4.60692,-9.41315,141.8195,-17.16803,-31.04955,142.55707,-17.63823,6.68937,106.32905,-11.52701,-31.39386,104.62764,-7.40225,14.17828,74.97516,-21.25162,-26.1296,73.57689,-19.04476
